id,What is your gender?,How old are you?,How would you describe your VISUAL imagery vividness on a scale from 0-10?,How long did you view the Ganzflicker?,Did you view the Ganzflicker with the lights in the room turned off?,Did you view the Ganzflicker on a computer or mobile phone?,How did you find the experience emotionally?,"Did you see anything in the Ganzflicker? If not, confirm by answering ""no"" and then skip to the next section.",Please describe as much as you can remember about what you saw in the Ganzflicker:,About how long did it take before images started to emerge?,About how frequently did you experience images?,"If you saw images, how intense were they?","If you saw images, how long did a single image last?",How did your normal state of consciousness change during the experience?,"If you felt a change in your state of consciousness, please describe how you felt in more detail:","If you saw images, where did they tend to appear on the screen?",screen_the_of_to,red_colors_blue_black,shapes_geometric_patterns_and,flashing_light_flashes_of,it_was_felt_me,lines_patterns_and_vertical,my_eyes_closed_vision,face_faces_saw_and,spinning_spirals_rotating_clockwise,stars_galaxies_galaxy_star,tunnel_through_going_train,dots_spots_some_dark,minutes_for_this_seconds,fractals_fractal_kaleidoscope_patterns,images_were_these_no,noise_white_the_music,forest_trees_tree_the,water_clouds_ocean_surface,space_through_flying_like,spider_web_spiderwebs_webs,eye_an_one_eyes,city_buildings_building_cityscape,nothing_much_not_else,hallway_door_corridor_room,fire_fireworks_flames_explosions,flowers_flower_blooming_lotus,butterfly_wings_butterflies_shadows,trippy_good_hhh_lol,vividness_bin
2186,Male,19,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating)","It appeared that certain parts of the screen were flickering while others remained red. For a break moment, it appeared there was a white line spanning from the top of the screen to the bottom. ",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Persisting several seconds,"Became relaxed or sleepy, As if in a dreamlike state","I felt a bit sleep, and forgot I was in my own body for two very brief moments of time. ",All over the screen,0.999993884,1.86E-07,4.45E-07,8.01E-07,2.51E-07,2.54E-07,6.56E-07,1.88E-07,3.14E-07,1.54E-07,1.43E-07,1.21E-07,2.54E-07,8.14E-08,2.02E-07,1.85E-07,1.47E-07,1.59E-07,1.55E-07,2.71E-08,2.37E-07,1.49E-07,2.29E-07,1.51E-07,1.78E-07,5.35E-08,1.81E-07,2.11E-07,7-Apr
2233,Male,27,4,Less than 10min.,Yes,Mobile phone,No feeling about it one way or the other,"Complex objects (e.g., animals, faces, buildings)",It looked like the tail of a whale ,1-2 minutes,Frequently,"Clear, but not vivid",1-2 seconds,Lost a sense of space,I felt not in the moment ,In the periphery,0.017649719,0.000524336,0.008676977,0.015964222,0.008266711,0.003102355,0.017999209,0.435752913,0.007158646,0.003907157,0.003832169,0.000453025,0.007916242,0.000102914,0.008507011,0.007242301,0.004676701,0.004694318,0.004160786,2.35E-05,0.01162117,0.005559744,0.007806874,0.004362837,0.004080809,0.000135003,0.24258905,0.007055363,7-Apr
2234,Female,36,4,10min.,Yes,Mobile phone,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","It looked like the veins you see in your eyes when you rub them too much. I saw the color green in splotches. Grids, rocks, etc.",A few seconds,Constantly,"Weak, faint, or insubstantial","Constant, morphing from one image to the next",Became relaxed or sleepy,,In the center,0.040929755,0.821126955,0.982049487,0.056412116,0.019822486,0.036949896,0.063580835,0.024776941,0.034575656,0.017368984,0.016747135,0.01975032,0.019391085,0.019076662,0.02580122,0.017061385,0.018534055,0.02080406,0.018927106,4.28E-05,0.035552118,0.019457099,0.017532233,0.018876174,0.021052003,0.021737753,0.019070368,0.015253475,7-Apr
2261,Male,24,4,10min.,Yes,Computer,No feeling about it one way or the other,"Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)","It started as simple shapes/ lights turning on themselves then turning in long corridors/elevator shaft through witch a was going really fast. The lights on the 4 corners turn from flashing to long straight lines sometimes turning sometimes remaining straight. 

Then was laying on my back in the back of a moving cart in the middle of a road in a forest at night, then I caught a glimpse of the moon through the clouds the moon the turned into a white face that split open in the middle where another face, this time golden, emerged and left a trail like a shouting star behind it. The trail started wavering and the turned into a golden road leading to castle far in the distance. I was transported to door of said castle immediately and the doors open to a bright white light.",They began to emerge immediately,Frequently,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,0.0391504,0.032432178,0.077230915,0.055698003,0.01596675,0.046435933,0.037622191,0.020882341,0.053000341,0.08460563,0.185892625,0.020704566,0.016504138,0.026303185,0.02257986,0.014593374,0.147404452,0.958267927,0.194803298,3.53E-15,0.020492583,0.200801534,0.015348779,0.544970727,0.020879369,0.02242278,0.021274248,0.013792918,7-Apr
2265,Female,20,4,Less than 10min.,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Complex objects (e.g., animals, faces, buildings)","It started looking like those "" feel stoned/hypnotized videos"" where they strobed and saw a lion for a vague bit, it turned its head kind of like the lion before tom and jerry cartoons",A few seconds,1 or 2 times in the whole experience,"Clear, but not vivid",Persisting several seconds,"Lights on but no ones home, been like that all day tho",,"In the center, Center slightly left and up",3.31E-11,1.00E-12,1.73E-11,3.01E-11,1.52E-11,6.05E-12,3.31E-11,0.940428059,1.34E-11,7.12E-12,6.84E-12,8.74E-13,1.48E-11,1.99E-13,1.63E-11,1.33E-11,8.26E-12,8.17E-12,7.32E-12,4.53E-14,2.14E-11,9.81E-12,1.47E-11,7.65E-12,7.48E-12,2.61E-13,5.01E-10,1.33E-11,7-Apr
2289,Male,37,4,Didn't time it,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex fractal patterns of all sorts of colors moving towards and away. This faded in and out ( at times it was just a Flicker and then the complex shape would appear and start expanding or Contracting after some time the patterns would fade back to red and black flickering. And then the complex shapes and transitions would start again",It started with what looked like a dense group of stars that were expanding outward. The stars were multicolored with intense whites and greens and Blues. This star cluster with move towards and away and rotate. Another imagery included a bright white line forming diagonally and also expanding and Contracting but not rotating. There were indeterminate patterns that would appear on either side of the bright white line. There were several others that were difficult to describe but would take over the entire Vision area.,1-2 minutes,Frequently,"Clear, but not vivid",Different times for each. Anywhere from 1-2 to 45 hinds (approx),During intense imagery I became unaware of my surroundings and physical positions including other senses like what I was feeling or smelling. As my focus on the screen and imagery increased my awareness elsewhere fell away,More of just a hyper-focus instead of a change of consciousness,"In the center, Center and offset",0.05233577,0.007707903,0.081849684,0.050963463,0.02803941,0.894167001,0.098694803,0.027952486,0.065590559,0.785132945,0.024424104,0.005080499,0.026607769,0.006168548,0.032324433,0.023558054,0.02397004,0.028932553,0.028981159,0.002094222,0.035886736,0.025248329,0.022384949,0.025306973,0.032190879,0.004010119,0.025991216,0.019080703,7-Apr
2298,Female,14,4,Didn't time it,Yes,Mobile phone,"Enjoyable, didn't want it to stop","Complex objects (e.g., animals, faces, buildings)",It was a very murky dragon that appeared a few times,1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Persisting several seconds,As if in a dreamlike state,"It was like my brain was melting, it was very relaxed and almost day-dream like",In the center,0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
2299,Female,20,4,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","It was all neon lines, shooting stars, sun with pointy sunlight, ball of light","They began to emerge immediately, 5-7 minutes, The different colors were immediately and the images took about 5 minutes",Infrequently,"Clear, but not vivid, Clear and moderately vivid","Brief moment or flash, 1-2 seconds, Persisting several seconds","Became relaxed or sleepy, As if in a dreamlike state, Lost a sense of time, Lost a sense of space",My eyes kept going in and out of focus and closer to the end o got super sleepy,All over the screen,0.045946013,0.00268816,0.017676294,0.474683454,0.018807707,0.007223615,0.047379406,0.010574698,0.014363047,0.00758424,0.005788943,0.002455433,0.018687269,0.000662292,0.009423846,0.009518678,0.00622551,0.007492653,0.00670228,0.000169295,0.015952713,0.006235081,0.017364373,0.005995088,0.011364962,0.000589302,0.011813797,0.015953027,7-Apr
2300,Male,17,4,Didn't time it,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), A face",It was almost like there were stars and the sky was moving when I lost focus during the experiment. ,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",1-2 seconds,"No change, fully alert in the here and now, Became relaxed or sleepy",,All over the screen,0.042163169,5.15E-11,0.064182171,0.044155538,0.020057969,0.020381318,0.045490554,0.022604259,0.04911384,0.039871258,0.028222519,6.41E-11,0.018967557,5.16E-18,0.022827895,0.019320287,0.027031923,0.037635717,0.049126174,2.56E-19,0.02267403,0.027246201,0.017564576,0.028169298,0.030989203,2.62E-17,0.02308243,0.016022324,7-Apr
2316,Male,25,4,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","It was like a black and red check border flashing, but when you moved you eye across the scree, the ""center"" of the patterns changed.",They began to emerge immediately,Constantly,Clear and moderately vivid,Brief moment or flash,Became slightly more stressed and paranoid,"Started to feel like something bad was about to happen, can't explain it more than that.",All over the screen,0.000566439,0.000237487,0.000445282,0.817898703,0.00018338,0.000263723,0.00047519,0.000166682,0.000299332,0.000149116,0.000132355,0.000151651,0.000185069,0.000113074,0.000179623,0.00015568,0.000141914,0.000158395,0.000146667,3.87E-05,0.000201442,0.000142184,0.000169431,0.000138926,0.000190188,7.27E-05,0.000167646,0.000155463,7-Apr
2329,Male,18,4,Longer than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings), Complex environments (e.g., cityscapes, forests)",it was like chasing an airplane engine. It would disappear from time to time and reappear on the screen. it was as if I was entering through one door and approaching another door. I saw green color differently. I also saw the light lines for a little while.,1-2 minutes,Frequently,"Clear, vivid, and/or bright","Constant, morphing from one image to the next","No change, fully alert in the here and now",I didn't notice how the time passed,All over the screen,0.027793581,0.616950896,0.049922703,0.0513253,0.010759227,0.252961188,0.027182085,0.012826652,0.029465954,0.053769326,0.076302847,0.032465914,0.011176231,0.007405264,0.013895386,0.010076931,0.062281957,0.072791149,0.113483991,0.003225082,0.013713333,0.070574371,0.01036033,0.999410613,0.015620282,0.005642418,0.013679729,0.009457532,7-Apr
2330,Female,69,4,Less than 10min.,No,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",It was like driving in a tunnel with lights along the left and right roadway and a light at the end. I also saw disk-shaped objects like galaxies turning over and over on the right and left of the screen. ,1-2 minutes,Frequently,"Weak, faint, or insubstantial","Persisting several seconds, Constant, morphing from one image to the next",heart pounding and ears ringing,,In the center,0.020417984,0.012033485,0.028701163,0.025175274,0.010642156,0.016667248,0.021031895,0.011403575,0.022750945,0.594237018,0.15574191,0.007071777,0.009835615,0.010271257,0.011129699,0.010168342,0.019248008,0.020249639,0.047174026,0.003743258,0.010755954,0.022083828,0.009377121,0.045832089,0.011459633,0.006495276,0.010860737,0.008626333,7-Apr
2331,Female,52,4,10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","It was like electric blue lines and patterns, they reminded me of stars.  But very faint.  Also on a couple of occasions it looked like shadows crossing my screen.",1-2 minutes,1 or 2 times in the whole experience,"Weak, faint, or insubstantial",Persisting several seconds,"Became relaxed or sleepy, As if in a dreamlike state","I felt like I did when I have been hyponotised.  The imagery is hypnotic.  I felt myself spacing out a bit.  I wondered if I might have seen more images if I had ""concentrated"".",In the periphery,0.066544364,0.034221228,0.073984997,0.072389242,0.030948388,0.052419126,0.070500773,0.034088086,0.047361581,0.023009848,0.023642637,0.024903747,0.033708033,0.000796201,0.082920111,0.025927168,0.024918612,0.026975549,0.02555923,8.27E-13,0.037722897,0.027417418,0.030136589,0.026799071,0.025789573,0.017571386,0.024874579,0.02487064,7-Apr
2349,Male,16,4,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Complex environments (e.g., cityscapes, forests)",it was like where my center of vision was i could see certin shaped colors places things or paterns and i could somwhat control what i saw,A few seconds,Constantly,"Weak, faint, or insubstantial, Clear, but not vivid","Constant, morphing from one image to the next",i was high going into this and i feel a bit more high now,i feel a bit more high now,In the periphery,0.028528364,0.008373051,0.020285925,0.023781433,0.237117175,0.012188557,0.08168624,0.011789367,0.01449121,0.007465165,0.008083894,0.005068577,0.119867062,0.005597877,0.012348793,0.010913855,0.008343349,0.009283187,0.009110393,0.001837476,0.014475793,0.008911026,0.013982909,0.009520524,0.008302589,0.003843362,0.008470739,0.011736915,7-Apr
2364,Male,56,4,Didn't time it,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",It was simply vivid flashes of red to yellow to white bursts of ball shaped light of different sizes appearing in multipal locations on the screen one at a time but oddly enough not once in the center of the screen.,1-2 minutes,Frequently,Clear and moderately vivid,Brief moment or flash,"No change, fully alert in the here and now",No change,All over the screen,0.808555921,0.006664711,0.014992401,0.023592009,0.006883942,0.008923824,0.018532521,0.005776658,0.010614771,0.005162227,0.004697679,0.004502528,0.00695522,0.003492511,0.006277464,0.005403067,0.004750793,0.005220642,0.00514263,0.001234989,0.007018201,0.004847672,0.006263949,0.004988084,0.005937932,0.002177201,0.005675774,0.005714676,7-Apr
2410,Male,19,4,10min.,Yes,Computer,No feeling about it one way or the other,"No, Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",just circles,1-2 minutes,Frequently,,,"No change, fully alert in the here and now",,,2.72E-08,9.50E-11,2.82E-08,2.90E-08,1.11E-08,7.69E-09,2.57E-08,1.43E-08,0.644312482,5.94E-08,4.87E-08,1.23E-10,1.15E-08,4.27E-12,1.40E-08,1.03E-08,4.78E-08,5.23E-08,5.22E-08,7.54E-13,1.40E-08,5.19E-08,1.10E-08,4.95E-08,1.88E-08,5.31E-12,1.60E-08,1.01E-08,7-Apr
2429,Prefer not to say,26,4,10min.,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Just like when you rub your eyes really hard and see that pattern,5-7 minutes,1 or 2 times in the whole experience,,,"Became relaxed or sleepy, Lost a sense of time",Relaxed ,,7.51E-10,1.47E-16,8.14E-15,1.41E-12,0.138996046,2.91E-15,0.616134596,4.51E-14,9.79E-15,5.02E-15,4.96E-15,1.37E-16,0.12971753,9.32E-18,2.71E-14,4.98E-14,5.41E-15,6.06E-15,5.62E-15,1.58E-18,2.49E-13,5.57E-15,6.26E-10,5.61E-15,6.00E-15,1.21E-17,3.48E-14,5.43E-10,7-Apr
2438,Female,31,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",just rainbows and stuff crashing into each other,1-2 minutes,Frequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",i tried to zone out but i could feel my pupils constantly adjusting and it made my eyes watery,In the center,0,0.999999998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
2505,Female,15,4,Longer than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Complex objects (e.g., animals, faces, buildings)",l saw some faces that l've never seen before,A few seconds,Infrequently,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now, As if in a dreamlike state",,"In the center, All over the screen",0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
2532,Female,29,4,Longer than 10min.,Yes,Mobile phone,"Somewhat unpleasant, but didn't mind going on","Complex objects (e.g., animals, faces, buildings)","Lighthouse, light, sea",A few seconds,Frequently,"Clear, but not vivid",Persisting several seconds,"No change, fully alert in the here and now",,In the center,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999997,0,0,0,0,0,0,0,0,0,0,7-Apr
2537,Male,31,4,Less than 10min.,Yes,Computer,"Unpleasant, wanted it to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black",lightnings,1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,"No change, fully alert in the here and now",,In the periphery,0.036256895,0.021113603,0.043491605,0.091503168,0.015031314,0.024119328,0.037458738,0.014868153,0.028960322,0.015252804,0.012113261,0.015005261,0.014914752,0.010998549,0.015003242,0.01268774,0.013404306,0.015779214,0.013796951,0.003914889,0.016978834,0.01325544,0.01397227,0.012584679,0.023477142,0.007521872,0.016636664,0.012893672,7-Apr
2555,Female,46,4,10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","like being in a kaliedescope of red/blac/aqua, falling through the center... later became lines that were like the rays on a compass but spun on an axis, one ray following another... simply became the rays of a sunset.. then the peripheral began waving like a curtain. Repeat. It was like as soon as my mind began to relax into it and shapes began to form I snapped back into awareness. My brain refused to let go. Frustrating. I wish the article that led me here hadn't told me what others had described because it led to overthinking and disappointment. Experience did remind me of having my eyes closed on a car trip, with the sunlight flashing through objects we passed, illuminating the dark behind my lids to red.",A few seconds,Constantly,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,"Felt relaxed, loose. ",All over the screen,0.074656068,0.034770001,0.067582304,0.063544292,0.597108972,0.045100196,0.558718087,0.031232455,0.048824932,0.025275093,0.024787087,0.023457521,0.999999997,0.028532023,0.033220181,0.030995421,0.02467383,0.025096975,0.025681062,0.001070827,0.030085564,0.026432599,0.067391418,0.027875964,0.026214341,0.021856214,0.022960022,0.044562259,7-Apr
2561,Male,36,4,Less than 10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Distortions (e.g., screen warping or rotating), Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Like going on a rollercoaster through a tunnel in space, occasionally seeing things like spiral galaxies on the journey",A few seconds,Frequently,"Clear, but not vivid","Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state, Felt transported to another place, Lost a sense of time",Felt easy to get lost in the moment,In the center,0.051072414,0.019603473,0.079295358,0.0719144,0.024521562,0.049899405,0.052336689,0.027941966,0.061371716,0.043580774,0.046140448,0.02422743,0.023419029,2.24E-25,0.027664305,0.023461678,0.032512156,0.039004146,0.064081837,2.24E-27,0.026761806,0.036302436,0.021969615,0.040845096,0.030832166,1.30E-23,0.02808304,0.020128828,7-Apr
2568,Female,35,4,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)",Like looking into a kaleidoscope without any colours other than red and black,A few seconds,Constantly,"Clear, but not vivid",,Became relaxed or sleepy,Like I was zoning out,,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999999995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7-Apr
2590,Male,50,4,Less than 10min.,Yes,Computer,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","line segments, facets, dendrites",1-2 minutes,Infrequently,"Weak, faint, or insubstantial",Brief moment or flash,Became relaxed or sleepy,Became hard to keep my eyes open -- sleepy,All over the screen,1.90E-05,9.43E-08,0.522821057,1.94E-05,7.86E-06,0.169018214,1.79E-05,1.03E-05,2.33E-05,9.92E-06,8.61E-06,1.20E-07,8.22E-06,3.18E-09,1.04E-05,7.23E-06,8.78E-06,9.38E-06,9.10E-06,5.15E-10,9.89E-06,9.68E-06,7.94E-06,8.95E-06,1.02E-05,4.12E-09,1.16E-05,7.35E-06,7-Apr
2656,Female,33,4,Didn't time it,Yes,Mobile phone,No feeling about it one way or the other,"Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Looked like a corn maze or other maze
",1-2 minutes,Infrequently,"Clear, but not vivid",1-2 seconds,"No change, fully alert in the here and now",,"In the center, All over the screen",3.04E-27,3.25E-32,5.30E-28,2.63E-27,1.55E-27,1.75E-28,3.11E-27,1.71E-27,1.39E-25,0.051385755,0.11694352,3.67E-32,1.45E-27,2.47E-34,1.66E-27,1.44E-27,0.053118952,0.055522998,0.079627818,2.97E-35,1.60E-27,0.063713832,1.38E-27,0.109277091,2.99E-27,4.34E-34,1.60E-27,1.26E-27,7-Apr
2666,Male,40,4,10min.,Yes,Tablet,"Somewhat unpleasant, but didn't mind going on",Colors other than red and black,"Looked like color change, maybe a flicker of green or gray",5-7 minutes,Infrequently,"Clear, but not vivid",Brief moment or flash,"No change, fully alert in the here and now",,All over the screen,0.263600362,8.29E-124,1.33E-113,0.229245753,0.063162172,4.30E-114,0.160808939,8.55E-74,8.20E-110,4.07E-110,3.71E-110,8.52E-124,0.063647231,1.45E-127,2.35E-92,5.47E-56,3.97E-110,4.32E-110,4.05E-110,1.26E-128,0.073758297,3.98E-110,0.058516505,3.91E-110,4.97E-110,3.57E-127,8.44E-74,0.053878736,7-Apr
2674,Male,68,4,Less than 10min.,No,Computer,"Somewhat enjoyable, but easy to stop","Complex objects (e.g., animals, faces, buildings)",Looked like shiny turbine blades on steel axles,5-7 minutes,Frequently,"Clear, but not vivid",Persisting several seconds,Became relaxed or sleepy,,In the periphery,0.023987753,0.01113538,0.040889191,0.031222256,0.009994327,0.021562929,0.023302564,0.011956504,0.310435751,0.016990535,0.013269369,0.008159508,0.010359649,0.008296764,0.012315872,0.009284334,0.011896846,0.013707228,0.015074354,0.00258716,0.012031479,0.013173459,0.009530897,0.013340647,0.013160466,0.005025746,0.012471756,0.008673636,7-Apr
2681,Female,50,4,Less than 10min.,No,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","Lots of abstract shapes that I couldn't quite make out. They stayed on screen whole time but flickered fast. Also saw shadow/silouettes of a person, wings, and a building. Green squiggly line raced around the screen. Saw light images of words on a page - I'm a writer so that was interesting. ",They began to emerge immediately,Constantly,"Weak, faint, or insubstantial","Brief moment or flash, Constant, morphing from one image to the next","No change, fully alert in the here and now, Had to quit before 10 minutes as it was causing a headache and nothing really changed in the 5 minutes.",,All over the screen,0.999011143,4.12E-05,0.916692844,0.057898408,0.023605077,0.025794702,0.056071532,0.031715505,0.051046812,0.02484258,0.025282295,2.84E-05,0.025288268,2.37E-05,0.046175055,0.020248926,0.033387541,0.035026019,0.028700693,8.65E-06,0.031853142,0.053163624,0.024200539,0.030302486,0.026368975,1.43E-05,0.027228655,0.020545926,7-Apr
2693,Male,30,4,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Complex objects (e.g., animals, faces, buildings)","Lots of faces, flowers and eyes. i breifly saw a cat from behind, sitting, then getting up and walking off to the right. some of the faces looked like they peeked in from the sides of the screen. most of the faces and images looked they were in a kaleidoscope. between images, i saw lots of swirls and tunnels. the whole experience felt like an enclosed water slide.  ",5-7 minutes,Constantly,"Clear, but not vivid",1-2 seconds,"As if in a dreamlike state, Felt transported to another place, Lost a sense of time, Lost a sense of space","at one point, i wasnt sure if my eyes were still open. i felt like i was in an enclosed water slide, but i didnt physically feel like i was moving.",All over the screen,0.050779945,0.030571806,0.070383849,0.068774833,0.027896359,0.046082381,0.057519784,0.910674765,0.050505451,0.031339764,0.169087309,0.022852142,0.024864557,0.999999995,0.029434719,0.026264421,0.037768693,0.058227508,0.048686841,0.004176708,0.029034505,0.037569452,0.023206967,0.038408637,0.032556637,0.023192301,0.026737299,0.020923507,7-Apr
2695,Male,38,4,Less than 10min.,Yes,Computer,"Somewhat unpleasant, but didn't mind going on","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes)","Lots of floating grids, patterns, balls of light - but all inside the color of red and white.",They began to emerge immediately,Constantly,"Clear, but not vivid","Constant, morphing from one image to the next","No change, fully alert in the here and now",,All over the screen,0.046808168,6.75E-17,0.088447018,0.089332857,0.018471548,0.02442963,0.045353551,0.022005956,0.056078614,0.027204923,0.020638685,1.19E-16,0.018703331,5.80E-24,0.0226499,0.017684802,0.021506568,0.024779274,0.023164363,3.24E-25,0.022667616,0.022045401,0.017479298,0.02116876,0.03358954,2.65E-23,0.024804935,0.01613203,7-Apr
2716,Female,41,4,Longer than 10min.,Yes,Television mirroring computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black","lots of patterns as if I were flipping through a wallpaper book. Paisley, floral, geometric, abstract. I saw all colors but was acutely aware of the red. Behind the patterns I saw gray lines that seemed to be creating pictures or shapes but they flicked so fast I could not identify.",1-2 minutes,Constantly,"Weak, faint, or insubstantial",Brief moment or flash,As if in a dreamlike state,,All over the screen,0.058255766,0.956121708,0.118937428,0.092747177,0.022755478,0.932922942,0.056284537,0.030128188,0.061326299,0.027668633,0.023978296,0.041950917,0.023640109,2.90E-12,0.033466983,0.020860217,0.02535389,0.028198892,0.026468907,5.77E-13,0.031174753,0.027949246,0.022234674,0.025815388,0.031911442,0.999999996,0.031805535,0.020072036,7-Apr
2800,Male,14,4,Didn't time it,Yes,Mobile phone,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex objects (e.g., animals, faces, buildings)","Morphing shapes, with a spaceship thrown in there somewhere",A few seconds,Frequently,"Clear, but not vivid","Constant, morphing from one image to the next",Lost a sense of time,,All over the screen,9.35E-10,3.09E-10,0.92372829,1.09E-09,4.00E-10,9.08E-09,8.84E-10,5.78E-10,1.10E-09,5.13E-10,4.52E-10,2.45E-10,4.11E-10,1.73E-10,5.79E-10,3.63E-10,4.73E-10,5.00E-10,4.87E-10,4.25E-11,5.09E-10,5.55E-10,4.01E-10,4.79E-10,5.08E-10,1.24E-10,6.36E-10,3.66E-10,7-Apr
2845,Male,20,4,10min.,Yes,Computer,"Somewhat enjoyable, but easy to stop","Simple shapes or patterns (e.g., ball of light, lines, grids, spiderwebs, geometric shapes), Colors other than red and black, Complex environments (e.g., cityscapes, forests)","Mostly different patterns and environments, usually rotating around the center of my vision or morphing into one another",A few seconds,Frequently,"Weak, faint, or insubstantial, Clear, but not vivid","Persisting several seconds, Constant, morphing from one image to the next","Became relaxed or sleepy, As if in a dreamlike state","Kinda fading in and out of being aware of things and felt sleepy by the end, which stopped once I closed it after 10 mins",In the center,0.000101063,2.07E-11,1.25E-09,2.14E-07,0.130344283,4.48E-10,0.606051781,6.11E-09,1.62E-09,7.73E-10,7.57E-10,2.10E-11,0.131259972,1.39E-12,3.87E-09,6.83E-09,7.47E-10,8.50E-10,8.53E-10,2.41E-13,3.05E-08,7.90E-10,8.68E-05,8.51E-10,8.57E-10,1.68E-12,5.05E-09,7.58E-05,7-Apr
